Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	Ensembl ID
Ralbp1	current symbol	MGI:108466	17	-	66155410	66192750	ENSMUSG00000024096
Ralbp1	human synonym	MGI:1196373	10	+	17931609	18000903	ENSMUSG00000019854
Ralgapb	current symbol	MGI:2444531	2	+	158251768	158341173	ENSMUSG00000027652
Ramp1	current symbol	MGI:1858418	1	+	91107544	91152918	ENSMUSG00000034353
Ranbp10	current symbol	MGI:1921584	8	-	106494940	106553982	ENSMUSG00000037415
Ranbp2	current symbol	MGI:894323	10	+	58282674	58329977	ENSMUSG00000003226
Ranbp3	current symbol	MGI:1919060	17	+	56980294	57018764	ENSMUSG00000002372
Ranbp6	current symbol	MGI:2683212	19	-	29785800	29790374	ENSMUSG00000074909
Ranbp9	current symbol	MGI:1928741	13	-	43556151	43634758	ENSMUSG00000038546
Rangap1	current symbol	MGI:103071	15	-	81588449	81614120	ENSMUSG00000022391
Rap1gap	current symbol	MGI:109338	4	+	137392037	137457172	ENSMUSG00000041351
Rap1gap2	current symbol	MGI:3028623	11	-	74274182	74501741	ENSMUSG00000038807
Rap1gds1	current symbol	MGI:2385189	3	-	138631663	138780962	ENSMUSG00000028149
Rap2a	current symbol	MGI:97855	14	+	120715873	120744606	ENSMUSG00000051615
Rapgef1	current symbol	MGI:104580	2	+	29509732	29630376	ENSMUSG00000039844
Rapgef3	current symbol	MGI:2441741	15	-	97642651	97665853	ENSMUSG00000022469
Rapgef6	current symbol	MGI:2384761	11	+	54413673	54590111	ENSMUSG00000037533
Raph1	current symbol	MGI:1924550	1	-	60521451	60606263	ENSMUSG00000026014
Rarres1	current symbol	MGI:1924461	3	-	67386305	67422856	ENSMUSG00000049404
Rars	old symbol	MGI:1914297	11	-	35699208	35725333	ENSMUSG00000018848
Rasa1	current symbol	MGI:97860	13	-	85362899	85437249	ENSMUSG00000021549
Rasa1	human synonym	MGI:3039785	17	+	27160227	27191408	ENSMUSG00000067629
Rasa3	current symbol	MGI:1197013	8	-	13617218	13727590	ENSMUSG00000031453
Rasa4	current symbol	MGI:1858600	5	+	136112770	136140714	ENSMUSG00000004952
Rasal2	current symbol	MGI:2443881	1	-	156962759	157240170	ENSMUSG00000070565
Rasl11a	current symbol	MGI:1916145	5	+	146781881	146784536	ENSMUSG00000029641
Rassf5	human synonym	MGI:2179722	10	-	121246255	121312220	ENSMUSG00000025795
Rassf5	current symbol	MGI:1926375	1	-	131104147	131172915	ENSMUSG00000026430
Rb1cc1	current symbol	MGI:1341850	1	+	6284858	6346599	ENSMUSG00000025907
Rbak	current symbol	MGI:1927369	5	-	143157941	143166530	ENSMUSG00000061898
Rbbp6	current symbol	MGI:894835	7	+	122568980	122601780	ENSMUSG00000030779
Rbbp7	current symbol	MGI:1194910	X	+	161543398	161562088	ENSMUSG00000031353
Rbbp9	current symbol	MGI:1347074	2	-	144384185	144392779	ENSMUSG00000027428
Rbck1	current symbol	MGI:1344372	2	-	152158254	152174573	ENSMUSG00000027466
Rbfa	current symbol	MGI:1915981	18	-	80235480	80243873	ENSMUSG00000024570
Rbfox2	current symbol	MGI:1933973	15	-	76963190	77191204	ENSMUSG00000033565
Rbl1	current symbol	MGI:103300	2	-	156987813	157046454	ENSMUSG00000027641
Rbl2	current symbol	MGI:105085	8	+	91796685	91850472	ENSMUSG00000031666
Rbm14	current symbol	MGI:1929092	19	-	4850597	4861662	ENSMUSG00000006456
Rbm15	current symbol	MGI:2443205	3	-	107232737	107240989	ENSMUSG00000048109
Rbm17	current symbol	MGI:1924188	2	-	11590250	11608061	ENSMUSG00000037197
Rbm18	current symbol	MGI:1915139	2	-	36006091	36026716	ENSMUSG00000026889
Rbm25	current symbol	MGI:1914289	12	+	83678990	83729901	ENSMUSG00000010608
Rbm26	current symbol	MGI:1921463	14	-	105344187	105414763	ENSMUSG00000022119
Rbm28	current symbol	MGI:2655711	6	-	29123572	29164975	ENSMUSG00000029701
Rbm3	current symbol	MGI:1099460	X	-	8005214	8012119	ENSMUSG00000031167
Rbm3	human symbol	MGI:3642874	1	-	150141286	150141750	ENSMUSG00000099875
Rbm33	current symbol	MGI:1919670	5	+	28522119	28624237	ENSMUSG00000048271
Rbm34	current symbol	MGI:1098653	8	-	127673922	127697799	ENSMUSG00000033931
Rbm38	current symbol	MGI:1889294	2	+	172863680	172876527	ENSMUSG00000027510
Rbm4	current symbol	MGI:1100865	19	-	4834321	4843929	ENSMUSG00000094936
Rbm42	current symbol	MGI:1915285	7	-	30340420	30349653	ENSMUSG00000036733
Rbm43	current symbol	MGI:1918934	2	-	51814460	51825175	ENSMUSG00000036249
Rbm4b	current symbol	MGI:1913954	19	+	4806480	4816199	ENSMUSG00000033760
Rbm5	current symbol	MGI:1933204	9	-	107617694	107648228	ENSMUSG00000032580
Rbm6	current symbol	MGI:1338037	9	-	107650758	107750436	ENSMUSG00000032582
Rbm7	current symbol	MGI:1914260	9	-	48400001	48406599	ENSMUSG00000042396
Rbms2	current symbol	MGI:1861776	10	-	127967427	128016166	ENSMUSG00000040043
Rbmx	rat synonym	MGI:3646999	14	+	43951191	43952827	ENSMUSG00000049235
Rbmx	current symbol	MGI:1343044	X	-	56428890	56438396	ENSMUSG00000031134
Rbmx	rat synonym	MGI:1343045	8	-	79231898	79235527	ENSMUSG00000037070
Rbmx	zebrafish symbol	MGI:1923822	7	+	106808652	106810123	ENSMUSG00000073894
Rbmx2	current symbol	MGI:1919414	X	+	47783881	47799596	ENSMUSG00000031107
Rbp1	human synonym	MGI:2444354	12	+	71062764	71145366	ENSMUSG00000048118
Rbp1	rat synonym	MGI:1919282	15	+	78798119	78803717	ENSMUSG00000116165
Rbp1	current symbol	MGI:97876	9	+	98305014	98328604	ENSMUSG00000046402
Rbpj	current symbol	MGI:96522	5	+	53713121	53814787	ENSMUSG00000039191
Rc3h2	current symbol	MGI:2442789	2	-	37260081	37312915	ENSMUSG00000075376
Rcan1	current symbol	MGI:1890564	16	-	92188839	92263057	ENSMUSG00000022951
Rcan3	current symbol	MGI:1858220	4	-	135139619	135161154	ENSMUSG00000059713
Rcbtb1	current symbol	MGI:1918580	14	+	59438658	59474714	ENSMUSG00000035469
Rcbtb2	current symbol	MGI:1917200	14	+	73376185	73421495	ENSMUSG00000022106
Rcc1	current symbol	MGI:1913989	4	-	132059230	132073061	ENSMUSG00000028896
Rcc2	current symbol	MGI:1919784	4	+	140427852	140450531	ENSMUSG00000040945
Rce1	current symbol	MGI:1336895	19	-	4672619	4675669	ENSMUSG00000024889
Rchy1	current symbol	MGI:1915348	5	-	92096763	92110927	ENSMUSG00000029397
Rcl1	current symbol	MGI:1913275	19	+	29078761	29121251	ENSMUSG00000024785
Rcn1	human synonym	MGI:1890564	16	-	92188839	92263057	ENSMUSG00000022951
Rcn1	current symbol	MGI:104559	2	-	105216636	105229664	ENSMUSG00000005973
Rcor1	current symbol	MGI:106340	12	+	111005801	111082336	ENSMUSG00000037896
Rdh14	rat synonym	MGI:1918131	12	+	10419973	10440175	ENSMUSG00000020622
Rdh14	current symbol	MGI:1920402	12	+	10440772	10445562	ENSMUSG00000020621
Rdh5	current symbol	MGI:1201412	10	-	128749457	128755906	ENSMUSG00000025350
Rdm1	current symbol	MGI:1913849	11	+	101518021	101526926	ENSMUSG00000010362
Rdx	current symbol	MGI:97887	9	+	51958450	52000038	ENSMUSG00000032050
Reck	current symbol	MGI:1855698	4	+	43875530	43944806	ENSMUSG00000028476
Reep3	current symbol	MGI:88930	10	-	66844968	66932724	ENSMUSG00000019873
Reep4	current symbol	MGI:1919799	14	+	70782691	70786373	ENSMUSG00000033589
Rela	current symbol	MGI:103290	19	+	5687511	5698158	ENSMUSG00000024927
Relb	current symbol	MGI:103289	7	-	19340142	19363352	ENSMUSG00000002983
Relt	current symbol	MGI:2443373	7	-	100495054	100512653	ENSMUSG00000008318
Renbp	current symbol	MGI:105940	X	-	72965727	72974456	ENSMUSG00000031387
Rerg	current symbol	MGI:2665139	6	-	137031822	137147494	ENSMUSG00000030222
Rest	current symbol	MGI:104897	5	+	77413338	77434279	ENSMUSG00000029249
Ret	current symbol	MGI:97902	6	-	118128706	118174679	ENSMUSG00000030110
Rev3l	current symbol	MGI:1337131	10	+	39608114	39751207	ENSMUSG00000019841
Rexo1	current symbol	MGI:1914182	10	-	80376756	80397394	ENSMUSG00000047417
Rexo2	current symbol	MGI:1888981	9	-	48379812	48391911	ENSMUSG00000032026
Rexo4	current symbol	MGI:2684957	2	-	26843575	26854398	ENSMUSG00000052406
Rfc1	current symbol	MGI:97891	5	-	65419193	65493013	ENSMUSG00000029191
Rfc1	synonym	MGI:103182	10	+	76868103	76886266	ENSMUSG00000001436
Rfc2	current symbol	MGI:1341868	5	+	134611544	134627182	ENSMUSG00000023104
Rfc3	current symbol	MGI:1916513	5	-	151566282	151574673	ENSMUSG00000033970
Rfc4	current symbol	MGI:2146571	16	-	22932698	22946480	ENSMUSG00000022881
Rfk	current symbol	MGI:1914688	19	+	17371407	17378713	ENSMUSG00000024712
Rftn1	current symbol	MGI:1923688	17	-	50300287	50497525	ENSMUSG00000039316
Rftn2	current symbol	MGI:1921263	1	-	55209318	55265941	ENSMUSG00000025978
Rfxap	current symbol	MGI:2180854	3	-	54710536	54715212	ENSMUSG00000036615
Rgl1	human synonym	MGI:2143764	10	+	127157833	127165812	ENSMUSG00000040345
Rgl1	rat synonym	MGI:102682	11	+	60590549	60605012	ENSMUSG00000020536
Rgl1	current symbol	MGI:107484	1	-	152392513	152642089	ENSMUSG00000026482
Rgp1	human synonym	MGI:894323	10	+	58282674	58329977	ENSMUSG00000003226
Rgp1	rat synonym	MGI:97895	6	+	78402966	78405651	ENSMUSG00000059654
Rgp1	current symbol	MGI:1915956	4	+	43578735	43587487	ENSMUSG00000028468
Rgs12	current symbol	MGI:1918979	5	+	35106789	35196988	ENSMUSG00000029101
Rgs16	current symbol	MGI:108407	1	+	153616099	153621212	ENSMUSG00000026475
Rgs17	current symbol	MGI:1927469	10	-	5775663	5872400	ENSMUSG00000019775
Rgs19	rat synonym	MGI:1926252	8	+	84379306	84391323	ENSMUSG00000019433
Rgs19	current symbol	MGI:1915153	2	-	181330212	181335770	ENSMUSG00000002458
Rgs4	current symbol	MGI:108409	1	-	169569046	169575211	ENSMUSG00000038530
Rhbdd2	current symbol	MGI:1915612	5	+	135661508	135675230	ENSMUSG00000039917
Rhbdf1	current symbol	MGI:104328	11	-	32159585	32172300	ENSMUSG00000020282
Rhebl1	zebrafish symbol	MGI:97912	5	-	25007821	25047359	ENSMUSG00000028945
Rhebl1	current symbol	MGI:1916409	15	-	98775659	98779424	ENSMUSG00000023755
Rhob	current symbol	MGI:107949	12	-	8547661	8550009	ENSMUSG00000054364
Rhoc	current symbol	MGI:106028	3	+	104696350	104701775	ENSMUSG00000002233
Rhod	current symbol	MGI:108446	19	-	4475487	4489460	ENSMUSG00000041845
Rhoj	current symbol	MGI:1931551	12	+	75355096	75448230	ENSMUSG00000046768
Rhot1	current symbol	MGI:1926078	11	+	80099845	80158733	ENSMUSG00000017686
Rhou	current symbol	MGI:1916831	8	+	124380668	124390623	ENSMUSG00000039960
Rian	current symbol	MGI:1922995	12	+	109570379	109628150	ENSMUSG00000097451
Ribc1	current symbol	MGI:1913861	X	-	150787578	150799291	ENSMUSG00000025257
Ric8	old symbol	MGI:2141866	7	+	140437310	140443644	ENSMUSG00000025485
Ric8	human synonym	MGI:2682307	10	+	84753480	84854201	ENSMUSG00000035620
Ric8b	current symbol	MGI:2682307	10	+	84753480	84854201	ENSMUSG00000035620
Rif1	synonym	MGI:1351595	19	-	29298754	29302718	ENSMUSG00000050957
Rif1	human synonym	MGI:2445214	3	+	106592303	106643893	ENSMUSG00000056260
Rif1	current symbol	MGI:1098622	2	+	51962844	52012395	ENSMUSG00000036202
Riiad1	current symbol	MGI:1913603	3	-	94372290	94387648	ENSMUSG00000028139
Rilpl1	current symbol	MGI:1922945	5	-	124631143	124669454	ENSMUSG00000029392
Rilpl2	current symbol	MGI:1933112	5	-	124601328	124616298	ENSMUSG00000029401
Rin1	current symbol	MGI:2385695	19	+	5100509	5107099	ENSMUSG00000024883
Rin2	current symbol	MGI:1921280	2	+	145613647	145729536	ENSMUSG00000001768
Rin3	current symbol	MGI:2385708	12	+	102249307	102357114	ENSMUSG00000044456
Riok1	current symbol	MGI:1918590	13	+	38220971	38245409	ENSMUSG00000021428
Riok2	current symbol	MGI:1914295	17	+	17594594	17615161	ENSMUSG00000116564
Ripk1	rat synonym	MGI:1922928	13	+	49574725	49618049	ENSMUSG00000021385
Ripk1	current symbol	MGI:108212	13	+	34186346	34221130	ENSMUSG00000021408
Ripk2	current symbol	MGI:1891456	4	-	16122733	16163647	ENSMUSG00000041135
Ripk3	current symbol	MGI:2154952	14	-	56022452	56026314	ENSMUSG00000022221
Rit1	synonym	MGI:1929913	12	-	107876662	107969861	ENSMUSG00000048251
Rit1	current symbol	MGI:108053	3	+	88624154	88638354	ENSMUSG00000028057
Rit1	rat synonym	MGI:108054	18	-	31107367	31450181	ENSMUSG00000057455
Rlf	synonym	MGI:108427	8	+	72141896	72143221	ENSMUSG00000079019
Rlf	synonym	MGI:107483	17	+	34148813	34156661	ENSMUSG00000041354
Rlf	current symbol	MGI:1924705	4	-	121003080	121072318	ENSMUSG00000049878
Rlim	current symbol	MGI:1342291	X	-	103000769	103024890	ENSMUSG00000056537
Rmnd5a	current symbol	MGI:1915727	6	-	71365618	71417621	ENSMUSG00000002222
Rmnd5b	current symbol	MGI:1913339	11	-	51514500	51526723	ENSMUSG00000001054
Rnaseh1	current symbol	MGI:1335073	12	+	28699601	28709588	ENSMUSG00000020630
Rnaseh2a	current symbol	MGI:1916974	8	-	85683239	85694498	ENSMUSG00000052926
Rnaseh2c	current symbol	MGI:1915459	19	+	5651901	5652987	ENSMUSG00000024925
Rnasek	current symbol	MGI:106369	11	-	70128950	70130668	ENSMUSG00000093989
Rnd1	current symbol	MGI:2444878	15	-	98567086	98575342	ENSMUSG00000054855
Rnf10	current symbol	MGI:1859162	5	-	115379829	115410980	ENSMUSG00000041740
Rnf103	current symbol	MGI:109483	6	+	71470878	71487865	ENSMUSG00000052656
Rnf114	current symbol	MGI:1933159	2	+	167334565	167358093	ENSMUSG00000006418
Rnf121	current symbol	MGI:1922462	7	-	101668344	101714676	ENSMUSG00000070426
Rnf126	current symbol	MGI:1917544	10	-	79594349	79602786	ENSMUSG00000035890
Rnf128	current symbol	MGI:1914139	X	+	138464089	138573894	ENSMUSG00000031438
Rnf13	current symbol	MGI:1346341	3	+	57643483	57742654	ENSMUSG00000036503
Rnf130	current symbol	MGI:1891717	11	+	49916173	50016546	ENSMUSG00000020376
Rnf139	current symbol	MGI:1923091	15	+	58760975	58774239	ENSMUSG00000037075
Rnf144a	current symbol	MGI:1344401	12	-	26356796	26465296	ENSMUSG00000020642
Rnf145	current symbol	MGI:1921565	11	+	44409791	44456347	ENSMUSG00000019189
Rnf146	current symbol	MGI:1915281	10	-	29220172	29238438	ENSMUSG00000038876
Rnf149	current symbol	MGI:2677438	1	-	39590377	39616486	ENSMUSG00000048234
Rnf166	current symbol	MGI:1915968	8	-	123192886	123202803	ENSMUSG00000014470
Rnf168	current symbol	MGI:1917488	16	+	32096277	32120252	ENSMUSG00000014074
Rnf185	current symbol	MGI:1922078	11	-	3365982	3402363	ENSMUSG00000020448
Rnf187	current symbol	MGI:1914224	11	-	58823114	58829732	ENSMUSG00000020496
Rnf19a	current symbol	MGI:1353623	15	-	36240080	36283293	ENSMUSG00000022280
Rnf19b	current symbol	MGI:1922484	4	+	128951871	128978319	ENSMUSG00000028793
Rnf2	current symbol	MGI:1101759	1	-	151345149	151376747	ENSMUSG00000026484
Rnf20	current symbol	MGI:1925927	4	+	49632006	49656887	ENSMUSG00000028309
Rnf215	current symbol	MGI:1918923	11	+	4085202	4091172	ENSMUSG00000003581
Rnf216	current symbol	MGI:1344349	5	-	142976648	143098749	ENSMUSG00000045078
Rnf217	current symbol	MGI:3610311	10	-	31377883	31485721	ENSMUSG00000063760
Rnf25	current symbol	MGI:1890215	1	-	74632907	74640556	ENSMUSG00000026171
Rnf34	current symbol	MGI:2153340	5	+	122988270	123007008	ENSMUSG00000029474
Rnf4	current symbol	MGI:1201691	5	+	34493594	34510789	ENSMUSG00000029110
Rnf41	current symbol	MGI:1914838	10	+	128247526	128277310	ENSMUSG00000025373
Rnf43	current symbol	MGI:2442609	11	+	87553913	87626365	ENSMUSG00000034177
Rnf44	current symbol	MGI:2145310	13	-	54827212	54841720	ENSMUSG00000034928
Rnf6	current symbol	MGI:1921382	5	-	146146003	146158267	ENSMUSG00000029634
Rnf8	current symbol	MGI:1929069	17	+	29833763	29860638	ENSMUSG00000090083
Rnft1	current symbol	MGI:1924142	11	+	86375483	86389833	ENSMUSG00000020521
Rnft2	current symbol	MGI:2442859	5	-	118328801	118383181	ENSMUSG00000032850
Rngtt	current symbol	MGI:1329041	4	+	33310311	33502614	ENSMUSG00000028274
Rnh1	human synonym	MGI:1335073	12	+	28699601	28709588	ENSMUSG00000020630
Rnh1	current symbol	MGI:1195456	7	-	140740239	140752764	ENSMUSG00000038650
Rnmt	current symbol	MGI:1915147	18	+	68433426	68457923	ENSMUSG00000009535
Rnpc3	current symbol	MGI:1914475	3	-	113398716	113423798	ENSMUSG00000027981
Rnpep	current symbol	MGI:2384902	1	-	135190450	135211822	ENSMUSG00000041926
Rnpepl1	current symbol	MGI:1914170	1	+	92837697	92848307	ENSMUSG00000026269
Rock1	current symbol	MGI:107927	18	-	10064401	10182045	ENSMUSG00000024290
Rock2	current symbol	MGI:107926	12	+	16944896	17037824	ENSMUSG00000020580
Rogdi	current symbol	MGI:1913299	16	-	4826594	4831417	ENSMUSG00000022540
Rom1	current symbol	MGI:97998	19	-	8904755	8906720	ENSMUSG00000071648
Ror2	current symbol	MGI:1347521	13	-	53263353	53440160	ENSMUSG00000021464
Ror2	human synonym	MGI:104661	9	+	68561068	69295528	ENSMUSG00000032238
Rora	current symbol	MGI:104661	9	+	68561068	69295528	ENSMUSG00000032238
Rp2h	old symbol	MGI:1277953	X	+	20230720	20271892	ENSMUSG00000060090
Rp9	current symbol	MGI:2157166	9	-	22359607	22379652	ENSMUSG00000032239
Rpa1	human synonym	MGI:1096397	6	+	71886037	71956419	ENSMUSG00000049553
Rpa1	current symbol	MGI:1915525	11	-	75191085	75239478	ENSMUSG00000000751
Rpa3	current symbol	MGI:1915490	6	-	8255936	8259141	ENSMUSG00000012483
Rpap1	current symbol	MGI:1916175	2	-	119594440	119618018	ENSMUSG00000034032
Rpf1	human synonym	MGI:97297	9	+	72569628	72657134	ENSMUSG00000032216
Rpf1	current symbol	MGI:1917535	3	-	146212099	146227184	ENSMUSG00000028187
Rpgrip1l	current symbol	MGI:1920563	8	-	91943658	92039890	ENSMUSG00000033282
Rpia	current symbol	MGI:103254	6	-	70742704	70769159	ENSMUSG00000053604
Rpl10	current symbol	MGI:105943	X	+	73314463	73316741	ENSMUSG00000008682
Rpl10	human symbol	MGI:3704336	9	-	50255526	50256284	ENSMUSG00000058443
Rpl10	zebrafish symbol	MGI:3647985	12	-	66330153	66331175	ENSMUSG00000060499
Rpl10	human synonym	MGI:1913730	14	+	4198710	4201873	ENSMUSG00000012405
Rpl10a	current symbol	MGI:1343877	17	+	28547557	28550007	ENSMUSG00000037805
Rpl13	human synonym	MGI:2137218	15	-	55397491	55420708	ENSMUSG00000022370
Rpl13	current symbol	MGI:105922	8	+	123829089	123831983	ENSMUSG00000000740
Rpl13	human symbol	MGI:3642685	3	+	58894591	58895226	ENSMUSG00000059776
Rpl15	current symbol	MGI:1913730	14	+	4198710	4201873	ENSMUSG00000012405
Rpl17	zebrafish symbol	MGI:3647029	18	+	78392974	78393602	ENSMUSG00000090451
Rpl17	human synonym	MGI:3642619	15	-	73300208	73300759	ENSMUSG00000116174
Rpl17	current symbol	MGI:2448270	18	+	75132049	75136455	ENSMUSG00000062328
Rpl17	human symbol	MGI:3802129	X	+	95528465	95529085	ENSMUSG00000082035
Rpl17	human synonym	MGI:1929455	11	-	97668353	97673263	ENSMUSG00000071415
Rpl22	current symbol	MGI:99262	4	+	152410199	152418528	ENSMUSG00000028936
Rpl23	synonym	MGI:1196611	7				
Rpl23	human synonym	MGI:1196612	7	+	142086423	142094484	ENSMUSG00000037772
Rpl23	human synonym	MGI:2448270	18	+	75132049	75136455	ENSMUSG00000062328
Rpl23	human synonym	MGI:3802129	X	+	95528465	95529085	ENSMUSG00000082035
Rpl23	current symbol	MGI:1929455	11	-	97668353	97673263	ENSMUSG00000071415
Rpl27a	current symbol	MGI:1347076	7	+	109118354	109121574	ENSMUSG00000046364
Rpl34	current symbol	MGI:1915686	3	-	130520480	130524047	ENSMUSG00000062006
Rpl34	human symbol	MGI:3704270	6	+	71101594	71101947	ENSMUSG00000068396
Rpl34	human symbol	MGI:3648994	13	+	116290317	116290670	ENSMUSG00000061669
Rpl35	current symbol	MGI:1913739	2	-	38891593	38895143	ENSMUSG00000062997
Rpl35	human symbol	MGI:3780170	1	+	156193610	156194054	ENSMUSG00000078193
Rpl4	current symbol	MGI:1915141	9	+	64080657	64085948	ENSMUSG00000032399
Rpl41	current symbol	MGI:1915195	10	-	128383979	128385037	ENSMUSG00000093674
Rpl5	current symbol	MGI:102854	5	+	108048388	108056871	ENSMUSG00000058558
Rpl6	current symbol	MGI:108057	5	+	121342564	121347304	ENSMUSG00000029614
Rpl6	human symbol	MGI:3647789	10	+	110961712	110962582	ENSMUSG00000091086
Rpl7a	zebrafish symbol	MGI:3649357	2	-	154611175	154611950	ENSMUSG00000098640
Rpl7a	synonym	MGI:98073	1	-	16171519	16174657	ENSMUSG00000043716
Rpl7a	current symbol	MGI:1353472	2	+	26800776	26803330	ENSMUSG00000062647
Rpl7l1	current symbol	MGI:1913479	17	-	47084833	47093582	ENSMUSG00000063888
Rpl8	current symbol	MGI:1350927	15	+	76788278	76790514	ENSMUSG00000003970
Rplp0	current symbol	MGI:1927636	5	+	115697526	115701786	ENSMUSG00000067274
Rpn1	human synonym	MGI:1096584	16	+	20470402	20482164	ENSMUSG00000006998
Rpn1	current symbol	MGI:98084	6	+	88061464	88082286	ENSMUSG00000030062
Rpn2	human synonym	MGI:1917497	1	+	85992341	86067017	ENSMUSG00000026229
Rpn2	current symbol	MGI:98085	2	+	157121018	157168238	ENSMUSG00000027642
Rpp14	current symbol	MGI:1914303	14	-	14377939	14389406	ENSMUSG00000023156
Rpp21	current symbol	MGI:1914926	17	-	36566565	36568738	ENSMUSG00000024446
Rpp30	current symbol	MGI:1859683	19	+	36061118	36082173	ENSMUSG00000024800
Rpp38	current symbol	MGI:2443607	2	-	3329986	3333680	ENSMUSG00000049950
Rpp40	current symbol	MGI:1346084	13	-	36077455	36090342	ENSMUSG00000021418
Rps11	current symbol	MGI:1351329	7	-	44771812	44773813	ENSMUSG00000003429
Rps13	current symbol	MGI:1915302	7	-	115930742	115933425	ENSMUSG00000090862
Rps15a	current symbol	MGI:2389091	7	-	117703597	117715370	ENSMUSG00000008683
Rps19bp1	current symbol	MGI:1913788	15	-	80144815	80148507	ENSMUSG00000051518
Rps2	current symbol	MGI:105110	17	+	24939037	24940901	ENSMUSG00000044533
Rps24	current symbol	MGI:98147	14	+	24540746	24547028	ENSMUSG00000025290
Rps27l	current symbol	MGI:1915191	9	+	66853368	66856798	ENSMUSG00000036781
Rps3	current symbol	MGI:1350917	7	-	99127103	99132916	ENSMUSG00000030744
Rps5	current symbol	MGI:1097682	7	+	12656223	12660613	ENSMUSG00000012848
Rps6	current symbol	MGI:98159	4	-	86772897	86775649	ENSMUSG00000028495
Rps6	human symbol	MGI:3650907	2	-	75021417	75022166	ENSMUSG00000081406
Rps6ka3	current symbol	MGI:104557	X	+	158038652	158151240	ENSMUSG00000031309
Rps6ka4	current symbol	MGI:1930076	19	-	6806578	6818004	ENSMUSG00000118668
Rps6kb1	current symbol	MGI:1270849	11	-	86389697	86435631	ENSMUSG00000020516
Rps6kb2	current symbol	MGI:1927343	19	-	4206791	4213382	ENSMUSG00000024830
Rps6kc1	old symbol	MGI:109298	1	-	130981437	131025563	ENSMUSG00000016528
Rps6kc1	current symbol	MGI:2443419	1	-	190505076	190645207	ENSMUSG00000089872
Rps7	current symbol	MGI:1333818	12	-	28680853	28685952	ENSMUSG00000061477
Rps8	current symbol	MGI:98166	4	-	117011033	117013329	ENSMUSG00000047675
Rptor	current symbol	MGI:1921620	11	+	119493731	119790402	ENSMUSG00000025583
Rraga	current symbol	MGI:1915691	4	+	86493910	86495522	ENSMUSG00000070934
Rraga	zebrafish symbol	MGI:3038613	X	+	151922977	151954939	ENSMUSG00000041658
Rragc	current symbol	MGI:1858751	4	+	123811239	123830790	ENSMUSG00000028646
Rras	current symbol	MGI:98179	7	+	44667385	44671071	ENSMUSG00000038387
Rrbp1	current symbol	MGI:1932395	2	-	143789315	143853183	ENSMUSG00000027422
Rrm1	current symbol	MGI:98180	7	+	102090902	102118978	ENSMUSG00000030978
Rrm2	current symbol	MGI:98181	12	+	24758253	24764145	ENSMUSG00000020649
Rrnad1	old symbol	MGI:2387197	3	-	87829908	87838024	ENSMUSG00000004896
Rrp1	current symbol	MGI:1203500	10	-	78236218	78248877	ENSMUSG00000061032
Rrp1	human synonym	MGI:1919712	17	+	32255087	32281839	ENSMUSG00000058392
Rrp15	current symbol	MGI:1914473	1	-	186453283	186481555	ENSMUSG00000001305
Rrp1b	current symbol	MGI:1919712	17	+	32255087	32281839	ENSMUSG00000058392
Rrp36	current symbol	MGI:2385053	17	-	46977249	46985252	ENSMUSG00000023971
Rrp7a	current symbol	MGI:1922028	15	-	83000047	83007002	ENSMUSG00000018040
Rrp8	current symbol	MGI:1914251	7	-	105380937	105386592	ENSMUSG00000030888
Rrp9	current symbol	MGI:2384313	9	+	106354508	106362614	ENSMUSG00000041506
Rrs1	current symbol	MGI:1929721	1	+	9615633	9617680	ENSMUSG00000061024
Rsbn1l	current symbol	MGI:3036237	5	-	21098026	21161396	ENSMUSG00000039968
Rsf1	current symbol	MGI:2682305	7	+	97229103	97341989	ENSMUSG00000035623
Rsl1d1	current symbol	MGI:1913659	16	-	11010901	11021156	ENSMUSG00000005846
Rsph9	current symbol	MGI:1922814	17	-	46432961	46455142	ENSMUSG00000023966
Rspo2	current symbol	MGI:1922667	15	-	42884190	43034222	ENSMUSG00000051920
Rspo3	current symbol	MGI:1920030	10	-	29329102	29411863	ENSMUSG00000019880
Rsrc1	current symbol	MGI:1914130	3	+	66888723	67265729	ENSMUSG00000034544
Rsu1	current symbol	MGI:103040	2	-	13081778	13276255	ENSMUSG00000026727
Rtel1	current symbol	MGI:2139369	2	+	180961532	180998409	ENSMUSG00000038685
Rtn3	current symbol	MGI:1339970	19	-	7403266	7460646	ENSMUSG00000024758
Rtn4r	current symbol	MGI:2136886	16	+	17945506	17970272	ENSMUSG00000043811
Rufy1	current symbol	MGI:2429762	11	-	50280113	50321952	ENSMUSG00000020375
Runx1t1	current symbol	MGI:104793	4	+	13743436	13893649	ENSMUSG00000006586
Ruvbl2	current symbol	MGI:1342299	7	-	45071320	45084817	ENSMUSG00000003868
Rwdd1	current symbol	MGI:1913771	10	-	33872551	33895612	ENSMUSG00000019782
Rwdd4a	current symbol	MGI:2681000	8	+	47986680	48005872	ENSMUSG00000031568
Rxfp3	current symbol	MGI:2441827	15	-	11033803	11038054	ENSMUSG00000060735
Ryk	current symbol	MGI:101766	9	+	102712119	102785506	ENSMUSG00000032547
S100a1	current symbol	MGI:1338917	3	-	90418341	90421637	ENSMUSG00000044080
S100a1	rat synonym	MGI:109581	3	+	90421742	90431888	ENSMUSG00000042312
